32,32,32,1,1,1
40,32,32,1,1,1
48,32,32,1,1,1
56,32,32,1,1,1
64,32,32,1,1,1
72,32,32,1,1,1
80,32,32,1,1,1
88,32,32,1,1,1
96,32,32,1,1,1
104,32,32,1,1,1
112,32,32,1,1,1
120,32,32,1,1,1
128,32,32,1,1,1
32,40,32,1,1,1
32,48,32,1,1,1
32,56,32,1,1,1
32,64,32,1,1,1
32,72,32,1,1,1
32,80,32,1,1,1
32,88,32,1,1,1
32,96,32,1,1,1
32,104,32,1,1,1
32,112,32,1,1,1
32,120,32,1,1,1
32,128,32,1,1,1
40,40,32,1,1,1
40,48,32,1,1,1
40,56,32,1,1,1
40,64,32,1,1,1
40,72,32,1,1,1
40,80,32,1,1,1
40,88,32,1,1,1
40,96,32,1,1,1
40,104,32,1,1,1
40,112,32,1,1,1
40,120,32,1,1,1
40,128,32,1,1,1
48,40,32,1,1,1
48,48,32,1,1,1
48,56,32,1,1,1
48,64,32,1,1,1
48,72,32,1,1,1
48,80,32,1,1,1
48,88,32,1,1,1
48,96,32,1,1,1
48,104,32,1,1,1
48,112,32,1,1,1
48,120,32,1,1,1
48,128,32,1,1,1
56,40,32,1,1,1
56,48,32,1,1,1
56,56,32,1,1,1
56,64,32,1,1,1
56,72,32,1,1,1
56,80,32,1,1,1
56,88,32,1,1,1
56,96,32,1,1,1
56,104,32,1,1,1
56,112,32,1,1,1
56,120,32,1,1,1
56,128,32,1,1,1
64,40,32,1,1,1
64,48,32,1,1,1
64,56,32,1,1,1
64,64,32,1,1,1
64,72,32,1,1,1
64,80,32,1,1,1
64,88,32,1,1,1
64,96,32,1,1,1
64,104,32,1,1,1
64,112,32,1,1,1
64,120,32,1,1,1
64,128,32,1,1,1
72,40,32,1,1,1
72,48,32,1,1,1
72,56,32,1,1,1
72,64,32,1,1,1
72,72,32,1,1,1
72,80,32,1,1,1
72,88,32,1,1,1
72,96,32,1,1,1
72,104,32,1,1,1
72,112,32,1,1,1
72,120,32,1,1,1
72,128,32,1,1,1
80,40,32,1,1,1
80,48,32,1,1,1
80,56,32,1,1,1
80,64,32,1,1,1
80,72,32,1,1,1
80,80,32,1,1,1
80,88,32,1,1,1
80,96,32,1,1,1
80,104,32,1,1,1
80,112,32,1,1,1
80,120,32,1,1,1
80,128,32,1,1,1
88,40,32,1,1,1
88,48,32,1,1,1
88,56,32,1,1,1
88,64,32,1,1,1
88,72,32,1,1,1
88,80,32,1,1,1
88,88,32,1,1,1
88,96,32,1,1,1
88,104,32,1,1,1
88,112,32,1,1,1
88,120,32,1,1,1
88,128,32,1,1,1
96,40,32,1,1,1
96,48,32,1,1,1
96,56,32,1,1,1
96,64,32,1,1,1
96,72,32,1,1,1
96,80,32,1,1,1
96,88,32,1,1,1
96,96,32,1,1,1
96,104,32,1,1,1
96,112,32,1,1,1
96,120,32,1,1,1
96,128,32,1,1,1
104,40,32,1,1,1
104,48,32,1,1,1
104,56,32,1,1,1
104,64,32,1,1,1
104,72,32,1,1,1
104,80,32,1,1,1
104,88,32,1,1,1
104,96,32,1,1,1
104,104,32,1,1,1
104,112,32,1,1,1
104,120,32,1,1,1
104,128,32,1,1,1
112,40,32,1,1,1
112,48,32,1,1,1
112,56,32,1,1,1
112,64,32,1,1,1
112,72,32,1,1,1
112,80,32,1,1,1
112,88,32,1,1,1
112,96,32,1,1,1
112,104,32,1,1,1
112,112,32,1,1,1
112,120,32,1,1,1
112,128,32,1,1,1
120,40,32,1,1,1
120,48,32,1,1,1
120,56,32,1,1,1
120,64,32,1,1,1
120,72,32,1,1,1
120,80,32,1,1,1
120,88,32,1,1,1
120,96,32,1,1,1
120,104,32,1,1,1
120,112,32,1,1,1
120,120,32,1,1,1
120,128,32,1,1,1
128,40,32,1,1,1
128,48,32,1,1,1
128,56,32,1,1,1
128,64,32,1,1,1
128,72,32,1,1,1
128,80,32,1,1,1
128,88,32,1,1,1
128,96,32,1,1,1
128,104,32,1,1,1
128,112,32,1,1,1
128,120,32,1,1,1
128,128,32,1,1,1
32,32,40,1,1,1
32,32,48,1,1,1
32,32,56,1,1,1
32,32,64,1,1,1
32,32,72,1,1,1
32,32,80,1,1,1
32,32,88,1,1,1
32,32,96,1,1,1
32,32,104,1,1,1
32,32,112,1,1,1
32,32,120,1,1,1
32,32,128,1,1,1
40,32,40,1,1,1
40,32,48,1,1,1
40,32,56,1,1,1
40,32,64,1,1,1
40,32,72,1,1,1
40,32,80,1,1,1
40,32,88,1,1,1
40,32,96,1,1,1
40,32,104,1,1,1
40,32,112,1,1,1
40,32,120,1,1,1
40,32,128,1,1,1
48,32,40,1,1,1
48,32,48,1,1,1
48,32,56,1,1,1
48,32,64,1,1,1
48,32,72,1,1,1
48,32,80,1,1,1
48,32,88,1,1,1
48,32,96,1,1,1
48,32,104,1,1,1
48,32,112,1,1,1
48,32,120,1,1,1
48,32,128,1,1,1
56,32,40,1,1,1
56,32,48,1,1,1
56,32,56,1,1,1
56,32,64,1,1,1
56,32,72,1,1,1
56,32,80,1,1,1
56,32,88,1,1,1
56,32,96,1,1,1
56,32,104,1,1,1
56,32,112,1,1,1
56,32,120,1,1,1
56,32,128,1,1,1
64,32,40,1,1,1
64,32,48,1,1,1
64,32,56,1,1,1
64,32,64,1,1,1
64,32,72,1,1,1
64,32,80,1,1,1
64,32,88,1,1,1
64,32,96,1,1,1
64,32,104,1,1,1
64,32,112,1,1,1
64,32,120,1,1,1
64,32,128,1,1,1
72,32,40,1,1,1
72,32,48,1,1,1
72,32,56,1,1,1
72,32,64,1,1,1
72,32,72,1,1,1
72,32,80,1,1,1
72,32,88,1,1,1
72,32,96,1,1,1
72,32,104,1,1,1
72,32,112,1,1,1
72,32,120,1,1,1
72,32,128,1,1,1
80,32,40,1,1,1
80,32,48,1,1,1
80,32,56,1,1,1
80,32,64,1,1,1
80,32,72,1,1,1
80,32,80,1,1,1
80,32,88,1,1,1
80,32,96,1,1,1
80,32,104,1,1,1
80,32,112,1,1,1
80,32,120,1,1,1
80,32,128,1,1,1
88,32,40,1,1,1
88,32,48,1,1,1
88,32,56,1,1,1
88,32,64,1,1,1
88,32,72,1,1,1
88,32,80,1,1,1
88,32,88,1,1,1
88,32,96,1,1,1
88,32,104,1,1,1
88,32,112,1,1,1
88,32,120,1,1,1
88,32,128,1,1,1
96,32,40,1,1,1
96,32,48,1,1,1
96,32,56,1,1,1
96,32,64,1,1,1
96,32,72,1,1,1
96,32,80,1,1,1
96,32,88,1,1,1
96,32,96,1,1,1
96,32,104,1,1,1
96,32,112,1,1,1
96,32,120,1,1,1
96,32,128,1,1,1
104,32,40,1,1,1
104,32,48,1,1,1
104,32,56,1,1,1
104,32,64,1,1,1
104,32,72,1,1,1
104,32,80,1,1,1
104,32,88,1,1,1
104,32,96,1,1,1
